0	0.001628
1	0.000814
2	0.001293
3	0.003015
4	0.005361
5	0.009335
6	0.009718
7	0.015414
8	0.016658
9	0.021494
10	0.024318
11	0.026472
12	0.025849
13	0.028435
14	0.033126
15	0.032503
16	0.033939
17	0.033701
18	0.036285
19	0.034562
20	0.032456
21	0.032408
22	0.037147
23	0.033365
24	0.032408
25	0.030158
26	0.028674
27	0.027573
28	0.025275
29	0.023217
30	0.023791
31	0.024366
32	0.02269
33	0.020488
34	0.016659
35	0.018047
36	0.01709
37	0.014122
38	0.011584
39	0.011633
40	0.011393
41	0.010292
42	0.010052
43	0.008377
44	0.007611
45	0.006414
46	0.006462
47	0.006223
48	0.004643
49	0.004787
50	0.004691
51	0.00517
52	0.002776
53	0.003494
54	0.003446
55	0.002202
56	0.001963
57	0.00249
58	0.002202
59	0.001724
60	0.00134
61	0.001436
62	0.001197
63	0.001292
64	0.000862
65	0.001054
66	0.00067
67	0.000718
68	0.000909
69	0.000574
70	0.000478
71	0.000478
72	0.000383
73	0.000383
74	0.000192
75	0.000287
76	0.000335
77	0.000192
78	0.00024
79	0.000192
80	0.000335
81	0.000526
82	0.000239
83	0.000192
84	0.000287
85	0.000144
86	0.000144
87	0.000144
88	0.000144
89	9.6E-05
90	0.000144
91	0.000144
92	9.6E-05
93	0.000144
94	0.000144
95	9.6E-05
96	9.6E-05
97	9.6E-05
98	9.6E-05
